Date,Time,Character Name,Race,Ork Leader,Trolls Killed,Orks Killed,Miles Walked,Wingwraith Seen, Songs Sung, Dinner, Drink, data point, injured name , injured race, money, data
1/19/2015,20:28:57,Boromir, Human,Guritz,8,1,2,0,7,Honey-cake,Miruvor,Point 000169,Samwise "Sam" Gamgee,Hobbit,46.8,169
1/19/2015,18:37:34,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,5,13,2,2,2,Cram,Ent-draught,Point 000170,Samwise "Sam" Gamgee,Hobbit,79.01,170
1/19/2015,11:54:14,Peregrin "Pippin" Took,Hobbit,Guritz,9,4,2,6,1,Lembas,Limpë,Point 000171,Samwise "Sam" Gamgee,Hobbit,34.02,171
1/20/2015,18:6:40,Frodo Baggins,Hobbit,Shagrat,8,10,1,4,0,Cram,Ent-draught,Point 000172,Gandalf the Grey,Human,71.91,172
1/20/2015,10:34:49,Samwise "Sam" Gamgee,Hobbit,Guritz,11,1,1,8,0,Petty-dwarf roots,Ent-draught,Point 000173,Gandalf the Grey,Human,73.96,173
1/20/2015,4:4:53,Gandalf the Grey,Human,Gorbag,10,1,1,6,7,Petty-dwarf roots,Ent-draught,Point 000174,Gandalf the Grey,Human,44.02,174
1/20/2015,7:51:0,Legolas,Elf,Gorbag,2,14,1,5,9,Petty-dwarf roots,Miruvor,Point 000175,Gandalf the Grey,Human,57.61,175
1/20/2015,11:4:42,Gimli,Dwarf,Gothmog,1,0,1,1,3,Honey-cake,Ent-draught,Point 000176,Gandalf the Grey,Human,43.83,176
1/20/2015,2:9:23,Aragorn (Strider),Human,Gorbag,12,14,1,6,5,Petty-dwarf roots,Ent-draught,Point 000177,Gandalf the Grey,Human,85.22,177
1/20/2015,7:44:4,Boromir, Human,Lurtz,0,13,1,8,7,Honey-cake,Limpë,Point 000178,Gandalf the Grey,Human,59.16,178
1/20/2015,1:5:36,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,12,13,1,6,6,Cram,Miruvor,Point 000179,Gandalf the Grey,Human,24.18,179
1/20/2015,3:51:44,Peregrin "Pippin" Took,Hobbit,Lurtz,13,1,1,3,3,Petty-dwarf roots,Ent-draught,Point 000180,Gandalf the Grey,Human,74.02,180
1/21/2015,8:43:59,Frodo Baggins,Hobbit,Gothmog,5,9,5,4,1,Petty-dwarf roots,Limpë,Point 000181,Gimli,Dwarf,72.58,181
1/21/2015,2:6:56,Samwise "Sam" Gamgee,Hobbit,Grishnákh,7,12,5,1,1,Cram,Ent-draught,Point 000182,Gimli,Dwarf,74.21,182
1/21/2015,17:12:3,Gandalf the Grey,Human,Lurtz,1,12,5,1,6,Lembas,Miruvor,Point 000183,Gimli,Dwarf,99.32,183
1/21/2015,19:54:40,Legolas,Elf,Gorbag,4,1,5,0,1,Honey-cake,Ent-draught,Point 000184,Gimli,Dwarf,75.01,184
1/21/2015,2:54:33,Gimli,Dwarf,Sharku,2,13,5,3,1,Cram,Miruvor,Point 000185,Gimli,Dwarf,23.98,185
1/21/2015,16:21:13,Aragorn (Strider),Human,Gothmog,10,7,5,3,7,Petty-dwarf roots,Miruvor,Point 000186,Gimli,Dwarf,7.67,186
1/21/2015,5:45:44,Boromir, Human,Lugdush,3,10,5,3,8,Lembas,Ent-draught,Point 000187,Gimli,Dwarf,41.39,187
1/21/2015,13:25:10,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,2,14,5,1,1,Petty-dwarf roots,Limpë,Point 000188,Gimli,Dwarf,39.57,188
1/21/2015,8:15:23,Peregrin "Pippin" Took,Hobbit,Lurtz,9,0,5,8,0,Honey-cake,Ent-draught,Point 000189,Gimli,Dwarf,33.52,189
1/22/2015,7:48:22,Frodo Baggins,Hobbit,Grishnákh,1,7,2,6,3,Petty-dwarf roots,Miruvor,Point 000190,Gandalf the Grey,Human,88.42,190
1/22/2015,19:58:32,Samwise "Sam" Gamgee,Hobbit,Mauhúr,12,5,2,7,8,Petty-dwarf roots,Ent-draught,Point 000191,Gandalf the Grey,Human,63.13,191
1/22/2015,14:9:31,Gandalf the Grey,Human,Grishnákh,0,1,2,8,8,Cram,Miruvor,Point 000192,Gandalf the Grey,Human,17.69,192
1/22/2015,4:28:6,Legolas,Elf,Guritz,12,2,2,3,4,Cram,Limpë,Point 000193,Gandalf the Grey,Human,12.18,193
1/22/2015,15:40:49,Gimli,Dwarf,Snaga,8,9,2,4,5,Cram,Limpë,Point 000194,Gandalf the Grey,Human,39.47,194
1/22/2015,20:42:13,Aragorn (Strider),Human,Mauhúr,11,9,2,1,0,Honey-cake,Limpë,Point 000195,Gandalf the Grey,Human,58.75,195
1/22/2015,10:51:50,Boromir, Human,Gorbag,5,13,2,7,6,Honey-cake,Miruvor,Point 000196,Gandalf the Grey,Human,3.77,196
1/22/2015,1:4:15,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,6,0,2,1,2,Cram,Limpë,Point 000197,Gandalf the Grey,Human,14.38,197
1/22/2015,9:50:1,Peregrin "Pippin" Took,Hobbit,Snaga,14,10,2,3,6,Cram,Ent-draught,Point 000198,Gandalf the Grey,Human,52.53,198
1/23/2015,10:47:49,Frodo Baggins,Hobbit,Shagrat,12,10,5,1,9,Honey-cake,Ent-draught,Point 000199,Frodo Baggins,Hobbit,80.28,199
1/23/2015,12:18:8,Samwise "Sam" Gamgee,Hobbit,Snaga,9,14,5,0,1,Honey-cake,Limpë,Point 000200,Frodo Baggins,Hobbit,79.33,200
1/23/2015,15:42:44,Gandalf the Grey,Human,Grishnákh,4,7,5,1,6,Petty-dwarf roots,Limpë,Point 000201,Frodo Baggins,Hobbit,24.01,201
1/23/2015,12:48:16,Legolas,Elf,Gothmog,5,2,5,1,6,Honey-cake,Miruvor,Point 000202,Frodo Baggins,Hobbit,2.66,202
1/23/2015,22:6:49,Gimli,Dwarf,Grishnákh,3,13,5,7,9,Honey-cake,Ent-draught,Point 000203,Frodo Baggins,Hobbit,5.91,203
1/23/2015,15:55:10,Aragorn (Strider),Human,Snaga,2,6,5,3,9,Lembas,Ent-draught,Point 000204,Frodo Baggins,Hobbit,25.09,204
1/23/2015,19:0:47,Boromir, Human,Snaga,8,12,5,1,5,Lembas,Limpë,Point 000205,Frodo Baggins,Hobbit,96.33,205
1/23/2015,2:39:10,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,11,0,5,5,9,Honey-cake,Ent-draught,Point 000206,Frodo Baggins,Hobbit,65.63,206
1/23/2015,21:22:34,Peregrin "Pippin" Took,Hobbit,Lurtz,1,14,5,8,3,Petty-dwarf roots,Miruvor,Point 000207,Frodo Baggins,Hobbit,14.77,207
1/24/2015,8:19:50,Frodo Baggins,Hobbit,Shagrat,9,5,2,6,3,Honey-cake,Miruvor,Point 000208,Gimli,Dwarf,97.68,208
1/24/2015,5:16:6,Samwise "Sam" Gamgee,Hobbit,Sharku,1,13,2,0,5,Cram,Limpë,Point 000209,Gimli,Dwarf,78.86,209
1/24/2015,8:49:53,Gandalf the Grey,Human,Lurtz,10,1,2,8,3,Lembas,Miruvor,Point 000210,Gimli,Dwarf,0.44,210
1/24/2015,9:49:6,Legolas,Elf,Lugdush,6,12,2,5,6,Lembas,Miruvor,Point 000211,Gimli,Dwarf,68.41,211
1/24/2015,20:37:34,Gimli,Dwarf,Shagrat,14,11,2,2,6,Cram,Limpë,Point 000212,Gimli,Dwarf,11.17,212
1/24/2015,19:32:7,Aragorn (Strider),Human,Grishnákh,6,7,2,7,4,Honey-cake,Ent-draught,Point 000213,Gimli,Dwarf,59.69,213
1/24/2015,1:49:27,Boromir, Human,Sharku,10,6,2,3,1,Petty-dwarf roots,Ent-draught,Point 000214,Gimli,Dwarf,20.86,214
1/24/2015,8:42:7,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,0,10,2,4,0,Lembas,Miruvor,Point 000215,Gimli,Dwarf,39.59,215
1/24/2015,6:51:36,Peregrin "Pippin" Took,Hobbit,Sharku,11,10,2,4,0,Lembas,Ent-draught,Point 000216,Gimli,Dwarf,57.92,216
1/25/2015,14:47:58,Frodo Baggins,Hobbit,Lugdush,1,14,3,4,8,Petty-dwarf roots,Limpë,Point 000217,Gimli,Dwarf,76.96,217
1/25/2015,13:26:6,Samwise "Sam" Gamgee,Hobbit,Guritz,1,8,3,8,0,Lembas,Limpë,Point 000218,Gimli,Dwarf,20.61,218
1/25/2015,20:14:27,Gandalf the Grey,Human,Guritz,8,5,3,6,5,Petty-dwarf roots,Miruvor,Point 000219,Gimli,Dwarf,87.88,219
1/25/2015,5:5:6,Legolas,Elf,Gorbag,10,13,3,5,9,Honey-cake,Miruvor,Point 000220,Gimli,Dwarf,98.57,220
1/25/2015,7:44:26,Gimli,Dwarf,Guritz,8,0,3,5,5,Honey-cake,Miruvor,Point 000221,Gimli,Dwarf,29.05,221
1/25/2015,7:35:21,Aragorn (Strider),Human,Gothmog,7,6,3,4,1,Honey-cake,Ent-draught,Point 000222,Gimli,Dwarf,96.78,222
1/25/2015,12:47:49,Boromir, Human,Mauhúr,12,5,3,8,0,Honey-cake,Limpë,Point 000223,Gimli,Dwarf,10.75,223
1/25/2015,7:45:58,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,0,4,3,3,6,Petty-dwarf roots,Ent-draught,Point 000224,Gimli,Dwarf,39.57,224
1/25/2015,15:5:52,Peregrin "Pippin" Took,Hobbit,Lurtz,9,12,3,6,4,Petty-dwarf roots,Miruvor,Point 000225,Gimli,Dwarf,24.36,225
1/26/2015,10:9:6,Frodo Baggins,Hobbit,Lugdush,14,11,2,7,6,Honey-cake,Limpë,Point 000226,Gimli,Dwarf,20.22,226
1/26/2015,20:11:13,Samwise "Sam" Gamgee,Hobbit,Grishnákh,3,11,2,6,0,Cram,Limpë,Point 000227,Gimli,Dwarf,33.53,227
1/26/2015,15:10:14,Gandalf the Grey,Human,Sharku,1,10,2,8,9,Cram,Ent-draught,Point 000228,Gimli,Dwarf,86.78,228
1/26/2015,10:14:17,Legolas,Elf,Guritz,8,2,2,4,3,Lembas,Miruvor,Point 000229,Gimli,Dwarf,51.71,229
1/26/2015,13:7:20,Gimli,Dwarf,Mauhúr,11,6,2,7,7,Cram,Ent-draught,Point 000230,Gimli,Dwarf,90.13,230
1/26/2015,18:56:52,Aragorn (Strider),Human,Grishnákh,9,4,2,6,1,Petty-dwarf roots,Limpë,Point 000231,Gimli,Dwarf,8.1,231
1/26/2015,13:32:50,Boromir, Human,Guritz,5,14,2,3,8,Lembas,Ent-draught,Point 000232,Gimli,Dwarf,69.73,232
1/26/2015,20:33:10,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,10,6,2,5,3,Honey-cake,Ent-draught,Point 000233,Gimli,Dwarf,4.47,233
1/26/2015,4:1:29,Peregrin "Pippin" Took,Hobbit,Gorbag,10,5,2,2,8,Cram,Miruvor,Point 000234,Gimli,Dwarf,23.18,234
1/27/2015,6:54:6,Frodo Baggins,Hobbit,Gorbag,10,0,1,4,6,Lembas,Limpë,Point 000235,Boromir, Human,1.49,235
1/27/2015,2:14:30,Samwise "Sam" Gamgee,Hobbit,Guritz,11,11,1,2,0,Cram,Miruvor,Point 000236,Boromir, Human,68.87,236
1/27/2015,5:59:32,Gandalf the Grey,Human,Grishnákh,8,8,1,8,1,Lembas,Miruvor,Point 000237,Boromir, Human,71.48,237
1/27/2015,8:6:36,Legolas,Elf,Mauhúr,8,14,1,6,8,Honey-cake,Miruvor,Point 000238,Boromir, Human,30.17,238
1/27/2015,6:20:7,Gimli,Dwarf,Snaga,9,7,1,5,0,Petty-dwarf roots,Miruvor,Point 000239,Boromir, Human,90.7,239
1/27/2015,0:1:47,Aragorn (Strider),Human,Murgash,6,7,1,4,3,Petty-dwarf roots,Miruvor,Point 000240,Boromir, Human,65.62,240
1/27/2015,11:52:6,Boromir, Human,Grishnákh,6,1,1,8,4,Honey-cake,Miruvor,Point 000241,Boromir, Human,2.73,241
1/27/2015,19:37:53,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,0,12,1,6,7,Petty-dwarf roots,Ent-draught,Point 000242,Boromir, Human,28.54,242
1/27/2015,13:59:45,Peregrin "Pippin" Took,Hobbit,Lugdush,3,4,1,8,6,Lembas,Miruvor,Point 000243,Boromir, Human,12.34,243
1/28/2015,13:26:21,Frodo Baggins,Hobbit,Snaga,14,6,5,0,0,Honey-cake,Limpë,Point 000244,Boromir, Human,4.99,244
1/28/2015,19:49:16,Samwise "Sam" Gamgee,Hobbit,Mauhúr,13,10,5,5,4,Honey-cake,Limpë,Point 000245,Boromir, Human,16.81,245
1/28/2015,11:11:26,Gandalf the Grey,Human,Gothmog,3,2,5,1,2,Honey-cake,Ent-draught,Point 000246,Boromir, Human,4.73,246
1/28/2015,2:1:54,Legolas,Elf,Gorbag,9,12,5,4,2,Lembas,Ent-draught,Point 000247,Boromir, Human,34.64,247
1/28/2015,22:27:46,Gimli,Dwarf,Snaga,10,0,5,5,1,Honey-cake,Miruvor,Point 000248,Boromir, Human,16.26,248
1/28/2015,8:31:44,Aragorn (Strider),Human,Shagrat,10,9,5,2,1,Cram,Limpë,Point 000249,Boromir, Human,46.81,249
1/28/2015,0:3:42,Boromir, Human,Grishnákh,10,11,5,0,2,Petty-dwarf roots,Ent-draught,Point 000250,Boromir, Human,25.61,250
1/28/2015,12:36:5,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,1,6,5,0,2,Cram,Ent-draught,Point 000251,Boromir, Human,95.91,251
1/28/2015,20:15:13,Peregrin "Pippin" Took,Hobbit,Gorbag,8,4,5,0,9,Lembas,Limpë,Point 000252,Boromir, Human,8.07,252
2/1/2015,5:39:16,Frodo Baggins,Hobbit,Gorbag,9,3,1,6,7,Lembas,Limpë,Point 000253,Meriadoc "Merry" Brandybuck,Hobbit,97.88,253
2/1/2015,1:12:7,Samwise "Sam" Gamgee,Hobbit,Gothmog,12,11,1,5,8,Cram,Miruvor,Point 000254,Meriadoc "Merry" Brandybuck,Hobbit,97.54,254
2/1/2015,10:38:16,Gandalf the Grey,Human,Murgash,3,6,1,7,5,Honey-cake,Ent-draught,Point 000255,Meriadoc "Merry" Brandybuck,Hobbit,33.99,255
2/1/2015,15:45:49,Legolas,Elf,Guritz,5,0,1,0,0,Honey-cake,Miruvor,Point 000256,Meriadoc "Merry" Brandybuck,Hobbit,23.2,256
2/1/2015,18:23:10,Gimli,Dwarf,Sharku,4,1,1,4,2,Honey-cake,Limpë,Point 000257,Meriadoc "Merry" Brandybuck,Hobbit,7.33,257
2/1/2015,10:55:1,Aragorn (Strider),Human,Shagrat,8,10,1,6,6,Lembas,Miruvor,Point 000258,Meriadoc "Merry" Brandybuck,Hobbit,94.88,258
2/1/2015,18:26:12,Boromir, Human,Shagrat,3,11,1,7,1,Petty-dwarf roots,Ent-draught,Point 000259,Meriadoc "Merry" Brandybuck,Hobbit,92.88,259
2/1/2015,14:13:55,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,11,2,1,4,5,Lembas,Limpë,Point 000260,Meriadoc "Merry" Brandybuck,Hobbit,35.47,260
2/1/2015,18:47:35,Peregrin "Pippin" Took,Hobbit,Grishnákh,14,0,1,6,5,Petty-dwarf roots,Miruvor,Point 000261,Meriadoc "Merry" Brandybuck,Hobbit,5.15,261
2/2/2015,0:19:38,Frodo Baggins,Hobbit,Gothmog,8,6,3,3,3,Lembas,Miruvor,Point 000262,Samwise "Sam" Gamgee,Hobbit,41.83,262
2/2/2015,17:36:46,Samwise "Sam" Gamgee,Hobbit,Shagrat,5,14,3,0,1,Honey-cake,Limpë,Point 000263,Samwise "Sam" Gamgee,Hobbit,76.35,263
2/2/2015,0:3:41,Gandalf the Grey,Human,Shagrat,6,1,3,4,2,Cram,Ent-draught,Point 000264,Samwise "Sam" Gamgee,Hobbit,77.56,264
2/2/2015,19:46:22,Legolas,Elf,Gorbag,14,10,3,0,3,Petty-dwarf roots,Miruvor,Point 000265,Samwise "Sam" Gamgee,Hobbit,14.28,265
2/2/2015,17:2:40,Gimli,Dwarf,Lurtz,9,4,3,6,1,Honey-cake,Miruvor,Point 000266,Samwise "Sam" Gamgee,Hobbit,35.63,266
2/2/2015,17:37:4,Aragorn (Strider),Human,Lurtz,4,8,3,7,2,Lembas,Limpë,Point 000267,Samwise "Sam" Gamgee,Hobbit,61.86,267
2/2/2015,22:14:7,Boromir, Human,Lugdush,14,11,3,4,9,Lembas,Limpë,Point 000268,Samwise "Sam" Gamgee,Hobbit,29.28,268
2/2/2015,18:2:3,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,12,6,3,5,8,Petty-dwarf roots,Ent-draught,Point 000269,Samwise "Sam" Gamgee,Hobbit,79.33,269
2/2/2015,18:50:48,Peregrin "Pippin" Took,Hobbit,Shagrat,0,2,3,5,4,Lembas,Miruvor,Point 000270,Samwise "Sam" Gamgee,Hobbit,9.7,270
2/3/2015,19:36:3,Frodo Baggins,Hobbit,Grishnákh,5,5,3,8,7,Petty-dwarf roots,Miruvor,Point 000271,Samwise "Sam" Gamgee,Hobbit,37.49,271
2/3/2015,18:8:47,Samwise "Sam" Gamgee,Hobbit,Snaga,6,9,3,4,8,Petty-dwarf roots,Miruvor,Point 000272,Samwise "Sam" Gamgee,Hobbit,9.07,272
2/3/2015,2:24:30,Gandalf the Grey,Human,Snaga,8,0,3,7,8,Lembas,Miruvor,Point 000273,Samwise "Sam" Gamgee,Hobbit,96.87,273
2/3/2015,6:10:16,Legolas,Elf,Guritz,14,0,3,8,4,Lembas,Limpë,Point 000274,Samwise "Sam" Gamgee,Hobbit,7.75,274
2/3/2015,20:11:57,Gimli,Dwarf,Grishnákh,9,8,3,3,0,Cram,Ent-draught,Point 000275,Samwise "Sam" Gamgee,Hobbit,50.11,275
2/3/2015,18:47:24,Aragorn (Strider),Human,Gorbag,11,9,3,6,8,Petty-dwarf roots,Miruvor,Point 000276,Samwise "Sam" Gamgee,Hobbit,15.49,276
2/3/2015,0:33:52,Boromir, Human,Snaga,8,12,3,1,0,Honey-cake,Miruvor,Point 000277,Samwise "Sam" Gamgee,Hobbit,57.11,277
2/3/2015,0:20:5,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,3,9,3,7,6,Lembas,Limpë,Point 000278,Samwise "Sam" Gamgee,Hobbit,69.27,278
2/3/2015,10:56:43,Peregrin "Pippin" Took,Hobbit,Gothmog,3,11,3,4,2,Lembas,Ent-draught,Point 000279,Samwise "Sam" Gamgee,Hobbit,49.72,279
2/4/2015,3:57:24,Frodo Baggins,Hobbit,Lurtz,14,12,1,8,5,Lembas,Ent-draught,Point 000280,Gandalf the Grey,Human,67.09,280
2/4/2015,1:55:20,Samwise "Sam" Gamgee,Hobbit,Grishnákh,5,10,1,0,5,Honey-cake,Limpë,Point 000281,Gandalf the Grey,Human,19.06,281
2/4/2015,7:26:46,Gandalf the Grey,Human,Gothmog,2,7,1,0,3,Cram,Limpë,Point 000282,Gandalf the Grey,Human,7.54,282
2/4/2015,3:2:36,Legolas,Elf,Gothmog,8,2,1,0,5,Cram,Ent-draught,Point 000283,Gandalf the Grey,Human,33.1,283
2/4/2015,20:13:2,Gimli,Dwarf,Sharku,3,13,1,3,3,Cram,Limpë,Point 000284,Gandalf the Grey,Human,75.75,284
2/4/2015,20:10:30,Aragorn (Strider),Human,Gorbag,1,0,1,0,5,Lembas,Miruvor,Point 000285,Gandalf the Grey,Human,13.43,285
2/4/2015,2:54:28,Boromir, Human,Murgash,10,11,1,5,1,Cram,Limpë,Point 000286,Gandalf the Grey,Human,70.32,286
2/4/2015,0:49:29,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,8,12,1,5,1,Honey-cake,Miruvor,Point 000287,Gandalf the Grey,Human,91.15,287
2/4/2015,13:56:36,Peregrin "Pippin" Took,Hobbit,Mauhúr,2,3,1,3,2,Honey-cake,Miruvor,Point 000288,Gandalf the Grey,Human,67.07,288
2/5/2015,5:0:52,Frodo Baggins,Hobbit,Grishnákh,2,3,3,2,8,Cram,Miruvor,Point 000289,Samwise "Sam" Gamgee,Hobbit,87.18,289
2/5/2015,16:29:7,Samwise "Sam" Gamgee,Hobbit,Gorbag,0,5,3,7,5,Petty-dwarf roots,Limpë,Point 000290,Samwise "Sam" Gamgee,Hobbit,12.31,290
2/5/2015,10:19:59,Gandalf the Grey,Human,Grishnákh,6,9,3,3,5,Honey-cake,Limpë,Point 000291,Samwise "Sam" Gamgee,Hobbit,32.0,291
2/5/2015,22:17:42,Legolas,Elf,Grishnákh,8,8,3,2,4,Honey-cake,Miruvor,Point 000292,Samwise "Sam" Gamgee,Hobbit,22.6,292
2/5/2015,12:44:20,Gimli,Dwarf,Snaga,4,13,3,7,0,Petty-dwarf roots,Limpë,Point 000293,Samwise "Sam" Gamgee,Hobbit,70.89,293
2/5/2015,0:35:4,Aragorn (Strider),Human,Snaga,2,4,3,6,9,Petty-dwarf roots,Limpë,Point 000294,Samwise "Sam" Gamgee,Hobbit,44.59,294
2/5/2015,20:44:43,Boromir, Human,Gorbag,3,1,3,4,7,Petty-dwarf roots,Ent-draught,Point 000295,Samwise "Sam" Gamgee,Hobbit,10.28,295
2/5/2015,19:15:3,Meriadoc "Merry" Brandybuck,Hobbit,Gothmog,14,9,3,1,1,Cram,Ent-draught,Point 000296,Samwise "Sam" Gamgee,Hobbit,69.72,296
2/5/2015,15:11:18,Peregrin "Pippin" Took,Hobbit,Guritz,7,6,3,0,7,Cram,Limpë,Point 000297,Samwise "Sam" Gamgee,Hobbit,79.34,297
2/6/2015,19:3:46,Frodo Baggins,Hobbit,Gothmog,2,3,1,5,4,Petty-dwarf roots,Ent-draught,Point 000298,Frodo Baggins,Hobbit,15.94,298
2/6/2015,8:27:48,Samwise "Sam" Gamgee,Hobbit,Snaga,1,11,1,5,9,Honey-cake,Ent-draught,Point 000299,Frodo Baggins,Hobbit,9.69,299
2/6/2015,3:7:4,Gandalf the Grey,Human,Gothmog,0,7,1,0,3,Honey-cake,Miruvor,Point 000300,Frodo Baggins,Hobbit,35.25,300
2/6/2015,9:3:24,Legolas,Elf,Grishnákh,1,9,1,4,7,Lembas,Ent-draught,Point 000301,Frodo Baggins,Hobbit,13.32,301
2/6/2015,9:53:35,Gimli,Dwarf,Sharku,8,3,1,6,7,Cram,Limpë,Point 000302,Frodo Baggins,Hobbit,7.64,302
2/6/2015,14:20:7,Aragorn (Strider),Human,Murgash,12,3,1,3,3,Cram,Miruvor,Point 000303,Frodo Baggins,Hobbit,1.51,303
2/6/2015,7:15:44,Boromir, Human,Gothmog,6,11,1,7,8,Honey-cake,Miruvor,Point 000304,Frodo Baggins,Hobbit,77.12,304
2/6/2015,13:39:53,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,10,11,1,6,3,Honey-cake,Miruvor,Point 000305,Frodo Baggins,Hobbit,7.66,305
2/6/2015,9:38:25,Peregrin "Pippin" Took,Hobbit,Gorbag,10,2,1,6,2,Cram,Limpë,Point 000306,Frodo Baggins,Hobbit,15.79,306
2/7/2015,16:58:45,Frodo Baggins,Hobbit,Shagrat,5,7,1,5,4,Petty-dwarf roots,Miruvor,Point 000307,Gandalf the Grey,Human,31.16,307
2/7/2015,0:26:12,Samwise "Sam" Gamgee,Hobbit,Mauhúr,11,4,1,0,9,Honey-cake,Ent-draught,Point 000308,Gandalf the Grey,Human,84.37,308
2/7/2015,2:47:14,Gandalf the Grey,Human,Gorbag,14,11,1,8,0,Honey-cake,Ent-draught,Point 000309,Gandalf the Grey,Human,33.96,309
2/7/2015,0:30:2,Legolas,Elf,Lugdush,0,7,1,5,6,Petty-dwarf roots,Miruvor,Point 000310,Gandalf the Grey,Human,31.01,310
2/7/2015,12:22:13,Gimli,Dwarf,Lugdush,14,12,1,1,4,Cram,Ent-draught,Point 000311,Gandalf the Grey,Human,54.42,311
2/7/2015,22:52:29,Aragorn (Strider),Human,Sharku,12,7,1,3,5,Petty-dwarf roots,Ent-draught,Point 000312,Gandalf the Grey,Human,25.47,312
2/7/2015,8:56:3,Boromir, Human,Lugdush,11,3,1,1,0,Lembas,Ent-draught,Point 000313,Gandalf the Grey,Human,75.43,313
2/7/2015,0:10:8,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,0,5,1,7,0,Lembas,Ent-draught,Point 000314,Gandalf the Grey,Human,1.64,314
2/7/2015,15:18:50,Peregrin "Pippin" Took,Hobbit,Murgash,1,8,1,0,8,Lembas,Ent-draught,Point 000315,Gandalf the Grey,Human,44.87,315
2/8/2015,3:29:54,Frodo Baggins,Hobbit,Snaga,9,0,5,1,7,Petty-dwarf roots,Miruvor,Point 000316,Meriadoc "Merry" Brandybuck,Hobbit,66.56,316
2/8/2015,11:22:18,Samwise "Sam" Gamgee,Hobbit,Murgash,3,11,5,1,4,Lembas,Limpë,Point 000317,Meriadoc "Merry" Brandybuck,Hobbit,85.71,317
2/8/2015,6:29:13,Gandalf the Grey,Human,Gorbag,8,13,5,1,4,Cram,Limpë,Point 000318,Meriadoc "Merry" Brandybuck,Hobbit,9.08,318
2/8/2015,17:33:14,Legolas,Elf,Guritz,0,14,5,6,5,Lembas,Miruvor,Point 000319,Meriadoc "Merry" Brandybuck,Hobbit,85.44,319
2/8/2015,7:55:57,Gimli,Dwarf,Lugdush,3,1,5,5,3,Cram,Ent-draught,Point 000320,Meriadoc "Merry" Brandybuck,Hobbit,27.96,320
2/8/2015,12:42:32,Aragorn (Strider),Human,Gothmog,1,14,5,4,7,Cram,Ent-draught,Point 000321,Meriadoc "Merry" Brandybuck,Hobbit,8.61,321
2/8/2015,3:58:3,Boromir, Human,Lugdush,3,6,5,4,6,Cram,Ent-draught,Point 000322,Meriadoc "Merry" Brandybuck,Hobbit,5.3,322
2/8/2015,16:41:27,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,10,1,5,4,6,Honey-cake,Limpë,Point 000323,Meriadoc "Merry" Brandybuck,Hobbit,73.53,323
2/8/2015,6:51:8,Peregrin "Pippin" Took,Hobbit,Grishnákh,7,8,5,2,6,Honey-cake,Miruvor,Point 000324,Meriadoc "Merry" Brandybuck,Hobbit,16.19,324
2/9/2015,9:47:51,Frodo Baggins,Hobbit,Grishnákh,13,3,5,1,0,Cram,Limpë,Point 000325,Gimli,Dwarf,73.11,325
2/9/2015,3:22:5,Samwise "Sam" Gamgee,Hobbit,Sharku,4,0,5,0,0,Cram,Limpë,Point 000326,Gimli,Dwarf,64.7,326
2/9/2015,5:39:18,Gandalf the Grey,Human,Lugdush,14,12,5,0,4,Cram,Miruvor,Point 000327,Gimli,Dwarf,41.19,327
2/9/2015,3:11:23,Legolas,Elf,Grishnákh,10,6,5,2,3,Cram,Miruvor,Point 000328,Gimli,Dwarf,2.25,328
2/9/2015,6:27:45,Gimli,Dwarf,Gorbag,5,11,5,4,4,Cram,Ent-draught,Point 000329,Gimli,Dwarf,64.61,329
2/9/2015,3:41:37,Aragorn (Strider),Human,Gorbag,2,5,5,0,4,Honey-cake,Limpë,Point 000330,Gimli,Dwarf,7.12,330
2/9/2015,13:39:11,Boromir, Human,Lurtz,4,2,5,8,7,Lembas,Limpë,Point 000331,Gimli,Dwarf,14.16,331
2/9/2015,7:11:1,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,12,9,5,4,8,Lembas,Limpë,Point 000332,Gimli,Dwarf,59.87,332
2/9/2015,0:56:26,Peregrin "Pippin" Took,Hobbit,Guritz,14,11,5,5,6,Cram,Miruvor,Point 000333,Gimli,Dwarf,94.45,333
2/10/2015,21:15:4,Frodo Baggins,Hobbit,Sharku,12,12,1,5,7,Petty-dwarf roots,Miruvor,Point 000334,Aragorn (Strider),Human,89.11,334
2/10/2015,19:40:15,Samwise "Sam" Gamgee,Hobbit,Mauhúr,7,2,1,3,5,Petty-dwarf roots,Miruvor,Point 000335,Aragorn (Strider),Human,95.0,335
